language	number	form	predicted	WER	PER
IndianPunjabi	97	sətənʋẽ	sətənʋẽ	0	0.0
IndianPunjabi	98	əʈʰənʋẽ	əʈʰənʋẽ	0	0.0
IndianPunjabi	99	nəɽɪnʋẽ	uɳənʋẽ	1	0.5
Jad	01	cik	ɡu	1	1.0
Jad	02	niʰ	sumɟureŋiʰ	1	0.8
Jad	03	sum	ɡjəksum	1	0.5714285714285714
Jad	04	zi	ɡjebzi	1	0.6666666666666666
Jad	05	ŋɑ	ʈukɛŋɑŋɑ	1	0.75
Jad	06	ʈuk	zipcurukɛrok	1	0.8333333333333334
Jad	07	dun	ɡjəbdun	1	0.5714285714285714
Jad	08	ɡjət	zipcusɔbɡjebɡjebɡjət	1	0.8
Jad	09	ɡu	nicerɡupcureɡu	1	0.8571428571428571
Jad	10	cu	cu	0	0.0
Jad	11	cukcik	curəkʃik	1	0.375
Jad	12	cuŋiʰ	cuksumɟusɛŋiʰ	1	0.6153846153846154
Jad	13	cuksum	curəksum	1	0.25
Jad	14	cubɟi	curəbzi	1	0.42857142857142855
Jad	15	cɑŋɑ	curɑŋɑ	1	0.3333333333333333
Jad	16	curuk	cɔpɡjəkʈok	1	0.8
Jad	17	cubdun	cɔpɡjəbdun	1	0.5
Jad	18	cɔpɡjət	cuksumɟutjobɡjebɡjet	1	0.8
Jad	19	curɡu	cukerɡu	1	0.2857142857142857
Jad	20	niʃu	nicerɡupcu	1	0.7
Jad	21	nicəkʃik	nicəkʃik	0	0.0
Jad	22	niceŋi	nicəksumɟureŋiʰ	1	0.6
Jad	23	nicəksum	nicəksum	0	0.0
Jad	24	nicəbzi	nicerɡupcusɔbzi	1	0.6
Jad	25	nicɑŋɑ	nicəbcuŋɑŋɑ	1	0.45454545454545453
Jad	26	nicɛrok	nicəkʈok	1	0.375
Jad	27	nicəpdun	nicəbdun	1	0.125
Jad	28	nicɔbɡjet	nicəbɡjet	1	0.1111111111111111
Jad	29	nicerɡu	nicerɡu	0	0.0
Jad	30	sumɟu	sumɟu	0	0.0
Jad	31	sumɟusɔʃik	sumɟusəkʃik	1	0.18181818181818182
Jad	32	sumɟusɔniʰ	sumɟusɛŋi	1	0.3
Jad	33	sumɟusɔksum	sumɟusəksum	1	0.09090909090909091
Jad	34	sumɟusɔbzi	sumɟuserɡupcubɟi	1	0.5
Jad	35	sumɟusɔŋɑ	sumɟusɑŋɑ	1	0.1111111111111111
Jad	36	sumɟusɛrok	sumɟusɛrok	0	0.0
Jad	37	sumɟusəbdun	sumɟusɔbɡjebdun	1	0.3333333333333333
Jad	38	sumɟusɔbɡjet	sumɟusɔbɡjət	1	0.08333333333333333
Jad	39	sumɟuserɡu	sumɟusɔbɡjəbcureɡu	1	0.5
Jad	40	zipcu	zipcu	0	0.0
Jad	41	zipcusəkʃik	zipcukcik	1	0.2727272727272727
Jad	42	zipcusɛŋi	zipcuŋeɡi	1	0.3333333333333333
Jad	43	zipcusəksum	zipcuksum	1	0.18181818181818182
Jad	44	zipcuserɡu	zipcubɟi	1	0.5
Jad	45	zipcusɑŋɑ	zipcusəksumɟutoŋɑŋɑ	1	0.5263157894736842
Jad	46	zipcusɛrok	zipcurɛrok	1	0.1
Jad	47	zipcusəbdun	zipcubdun	1	0.18181818181818182
Jad	48	zipcusɔbɡjət	zipcusəbɡjət	1	0.08333333333333333
Jad	49	zipcuserɡu	zipcureɡu	1	0.2
Jad	50	ŋəbcu	ŋəbcu	0	0.0
Jad	51	ŋəbcuŋɑkʃik	ŋəbcukcik	1	0.2727272727272727
Jad	52	ŋəbcuŋeɡi	ŋəbcuŋɑksumɟureŋiʰ	1	0.5555555555555556
Jad	53	ŋəbcuŋɑksum	ŋəbcuŋɑksum	0	0.0
Jad	54	ŋəbcuŋebzi	ŋəbcubɟi	1	0.3
Jad	55	ŋəbcuŋɑŋɑ	ŋəbcuŋɑ	1	0.2222222222222222
Jad	56	ŋəbcuŋɛrok	ŋəbcurɛrok	1	0.1
Jad	57	ŋəbcuŋebdun	ŋəbcubdun	1	0.18181818181818182
Jad	58	ŋəbcuŋebɡjet	ŋəbcuŋebɡjət	1	0.08333333333333333
Jad	59	ŋəbcuŋerɡu	ŋəbcurɡu	1	0.2
Jad	60	ʈukcu	ʈukcu	0	0.0
Jad	61	ʈukcurəkʃik	ʈukcukcik	1	0.2727272727272727
Jad	62	ʈukcureŋi	ʈukcuŋeɡi	1	0.2222222222222222
Jad	63	ʈukcurəksum	ʈukcurəksum	0	0.0
Jad	64	ʈukcurəbzi	ʈukcubɟi	1	0.3
Jad	65	ʈukcurɑŋɑ	ʈukɛŋɑŋɑŋɑŋɑŋɑŋɑ	1	0.625
Jad	66	ʈukcurɛrok	ʈukcurəkʈok	1	0.2727272727272727
Jad	67	ʈukcurəbdun	ʈukcubdun	1	0.18181818181818182
Jad	68	ʈukcurəbɡjet	ʈukebɡjebɡjebɡjet	1	0.5294117647058824
Jad	69	ʈukcureɡu	ʈukcureɡu	0	0.0
Jad	70	dunɟu	dunɟutjəbzipcu	1	0.6428571428571429
Jad	71	dunɟurəkʃik	dunɟurəkʃik	0	0.0
Jad	72	dunɟurɛɡi	dunɟureŋi	1	0.2222222222222222
Jad	73	dunɟurəksum	dunɟurəksum	0	0.0
Jad	74	dunɟurəbzi	dunɟurəbzi	0	0.0
Jad	75	dunɟutoŋɑ	dunɟurɑŋɑ	1	0.2222222222222222
Jad	76	dunɟutɛrok	dunɟurɛrok	1	0.1
Jad	77	dunɟutjəbdun	dunɟurəbdun	1	0.16666666666666666
Jad	78	dunɟutjobɡjet	dunɟurəbɡjet	1	0.23076923076923078
Jad	79	dunɟutorɡu	dunɟurɡu	1	0.2
Jad	80	ɡeju	ɡejukebɡjəbcu	1	0.6923076923076923
Jad	81	ɡejukjɑkʃik	ɡejukjɑkʃik	0	0.0
Jad	82	ɡejukeŋi	ɡejukɛŋi	1	0.125
Jad	83	ɡejukjɑksum	ɡejukjɑksum	0	0.0
Jad	84	ɡejukebzi	ɡejukjebzi	1	0.1
Jad	85	ɡejukɛŋɑ	ɡejukjebɡjəbcusɔŋɑŋɑ	1	0.65
Jad	86	ɡejukjəkʈok	ɡejukjebɡjəbcusɛrok	1	0.5263157894736842
Jad	87	ɡejukɛbdun	ɡejukjəbdun	1	0.18181818181818182
Jad	88	ɡejukjebɡjet	ɡejukebɡjət	1	0.16666666666666666
Jad	89	ɡejukerɡu	ɡejukerɡu	0	0.0
Jad	90	ɡupcu	ɡupcu	0	0.0
Jad	91	ɡupcukjɑkʃik	ɡupcukjɑkʃik	0	0.0
Jad	92	ɡupcukɛŋi	ɡupcuŋeɡi	1	0.3333333333333333
Jad	93	ɡupcukjɑksum	ɡupcukjɑksum	0	0.0
Jad	94	ɡupcukɛbzi	ɡupcubɟi	1	0.3
Jad	95	ɡupcukɛŋɑ	ɡupcukɛŋɑ	0	0.0
Jad	96	ɡupcukɛrok	ɡupcurɛrok	1	0.1
Jad	97	ɡupcukjəbdun	ɡupcubdun	1	0.25
Jad	98	ɡupcukebɡjət	ɡupcukjebɡjet	1	0.15384615384615385
Jad	99	ɡupcukerɡu	ɡupcureɡu	1	0.2
Jerung	01	kwaʔ	ektsattʌripʌtaisʌʈʈʰ	1	0.9
Jerung	02	dui	bʌjʌsʌʈʰ	1	1.0
Jerung	03	tin	trijattʌrisʌisʌʈʈʰ	1	0.8888888888888888
Jerung	04	tsar	pãtsʌwalisʌwaʔ	1	0.8
Jerung	05	pãts	pʌtspʌtspʌisʌʈʰ	1	0.8
Jerung	06	tsʰʌ	tsʰʌjʌsʌʈʰ	1	0.6
Jerung	07	sat	sʌntaisʌtsalisʌndʰʌ	1	0.8421052631578947
Jerung	08	aʈʰ	ʌʈʰtisʌʈʰaisʌʈʰtsat	1	0.8421052631578947
Jerung	09	nʌu	unʌnsʌtʌripʌitsattri	1	0.9
Jerung	10	dʌs	bisʌtsaʈʰarhʌ	1	0.8461538461538461
Jerung	11	egʰarʌ	ekaisʌʈʰarhʌtrʌ	1	0.6666666666666666
Jerung	12	barhʌ	bʌhʌ	1	0.4
Jerung	13	terhʌ	trʌ	1	0.4
Jerung	14	tsʌudʰʌ	sorhʌtripʌisʌwalis	1	0.8333333333333334
Jerung	15	pʌndʰrʌ	pʌtsʌhʌtrʌ	1	0.6
Jerung	16	sorhʌ	tsʰʌjʌhʌtrʌ	1	0.7272727272727273
Jerung	17	sʌtrʌ	sʌndʰrʌ	1	0.42857142857142855
Jerung	18	ʌʈʰarʌ	aʈʰasisʌudʰʌhʌtrʌ	1	0.7058823529411765
Jerung	19	unis	unʌudʰrʌ	1	0.75
Jerung	20	bis	dʌsisʌubisʌtsisʌtsis	1	0.85
Jerung	21	ekkais	egʰais	1	0.3333333333333333
Jerung	22	bais	battais	1	0.42857142857142855
Jerung	23	teis	tjattais	1	0.625
Jerung	24	tsʌubis	tsʌuhʌttais	1	0.45454545454545453
Jerung	25	pʌtstsis	pʌttaisʌhʌtspʌttais	1	0.5789473684210527
Jerung	26	tsʰʌbbis	tsʰʌttais	1	0.3333333333333333
Jerung	27	sʌttais	sʌntisʌntauntasis	1	0.5882352941176471
Jerung	28	aʈʰʈʰais	aʈʰannbbis	1	0.5
Jerung	29	untis	unʌubisʌjʌsis	1	0.6923076923076923
Jerung	30	tis	salisʌttʌripʌitis	1	0.8235294117647058
Jerung	31	ektis	ekhʌttis	1	0.375
Jerung	32	battis	bʌjʌsʌitis	1	0.6
Jerung	33	tjattis	trisʌitis	1	0.5555555555555556
Jerung	34	tsʌutis	tsʌunnʌntsarhʌttis	1	0.6111111111111112
Jerung	35	pʌitis	pʌtsʌhʌttis	1	0.5454545454545454
Jerung	36	tsʰʌttis	tsʰʌjʌsʌitis	1	0.4166666666666667
Jerung	37	sʌitis	sʌntsalisʌntaisʌttis	1	0.7
Jerung	38	aʈʰtis	aʈʰtisʌʈʰtis	1	0.5
Jerung	39	unʌntsalis	unʌnsʌitis	1	0.4
Jerung	40	tsalis	ʌsisʌwalisʌtsas	1	0.6666666666666666
Jerung	41	ektsalis	ektstsalis	1	0.2
Jerung	42	bʌjalis	bʌjalis	0	0.0
Jerung	43	tritsalis	trijalis	1	0.2222222222222222
Jerung	44	tsʌwalis	tsalisʌʈʰtsʌurasis	1	0.6666666666666666
Jerung	45	pʌitalis	pʌntstsalis	1	0.36363636363636365
Jerung	46	tsʰʌjalis	tsʰʌjalis	0	0.0
Jerung	47	sʌtstsalis	sʌntalisʌntalis	1	0.4666666666666667
Jerung	48	aʈʰtsalis	ʌʈʰsʌʈʰaunʌntstsas	1	0.7222222222222222
Jerung	49	unʌntsas	untsalisʌjalis	1	0.6428571428571429
Jerung	50	pʌtsas	tspʌtʌripʌnnʌ	1	0.7692307692307693
Jerung	51	ekaunnʌ	egʰaunnʌ	1	0.25
Jerung	52	baunnʌ	bʌjʌsʌnnʌ	1	0.5555555555555556
Jerung	53	tripʌnnʌ	trisʌnnʌnsaʈʰi	1	0.5
Jerung	54	tsʌunnʌ	pʌnnbbisʌwalisʌwalis	1	0.85
Jerung	55	pʌtspʌnnʌ	pʌntaunnʌ	1	0.4444444444444444
Jerung	56	tsʰʌpʌnnʌ	tspʌtsʰʌjʌsʌnnʌ	1	0.4666666666666667
Jerung	57	sʌntaunnʌ	sʌnnʌ	1	0.4444444444444444
Jerung	58	ʌnʈʰaunnʌ	pʌnʈʰanʌnnʌnʈʰas	1	0.5
Jerung	59	unʌnsaʈʰi	usʌjʌsisʌnnʌnnʌnnʌ	1	0.7777777777777778
Jerung	60	saʈʰi	ʌsʌttri	1	0.7142857142857143
Jerung	61	eksʌʈʈʰi	ekaisʌʈʈʰi	1	0.2
Jerung	62	bʌjʌsʌʈʈʰi	bʌjʌsʌʈʈʰi	0	0.0
Jerung	63	trisʌʈʈʰi	teisʌttrijattisʌʈʈʰi	1	0.55
Jerung	64	tsʌusʌʈʈʰi	tsʌunnbbisʌʈʈʰi	1	0.3333333333333333
Jerung	65	pʌisʌʈʈʰi	pãtspʌndʰʌpʌtsʌʈʈʰi	1	0.6
Jerung	66	tsʰʌjʌsʌʈʈʰi	tsʰʌjʌsʌʈʈʰi	0	0.0
Jerung	67	sʌtsʌʈʈʰi	sʌʈʈʰi	1	0.3333333333333333
Jerung	68	ʌʈʰsʌʈʈʰi	ʌʈʈʰaunʌnʈʰaisʌttri	1	0.631578947368421
Jerung	69	unʌnsʌttri	untisʌjʌsʌʈʈʰi	1	0.5714285714285714
Jerung	70	sʌttʌri	pʌttʌrihʌttʌrihʌtsas	1	0.7
Jerung	71	ekhʌttʌr	ekaisʌttʌhʌttʌr	1	0.4666666666666667
Jerung	72	bʌhʌhʌttʌr	bʌjʌhʌttʌr	1	0.1
Jerung	73	trihʌttʌr	trisʌttʌr	1	0.1111111111111111
Jerung	74	tsʌuhʌttʌr	tsʌunnbbisʌttʌhʌttʌr	1	0.5
Jerung	75	pʌtsʌhʌttʌr	pʌisʌttʌr	1	0.2727272727272727
Jerung	76	tsʰʌjʌhʌttʌr	tsʰʌjʌsʌttʌr	1	0.08333333333333333
Jerung	77	sʌtʌhʌttʌr	sʌtsʌttʌr	1	0.2
Jerung	78	aʈʰʌhʌttʌr	ʌnʈʰaisʌttʌr	1	0.4166666666666667
Jerung	79	usi	unʌnsʌtʌrihʌhʌttʌr	1	0.8333333333333334
Jerung	80	ʌsi	tsaʈʰasisʌurasi	1	0.8
Jerung	81	ekasi	egʰasi	1	0.3333333333333333
Jerung	82	bʌjasi	bʌjasi	0	0.0
Jerung	83	trijasi	trijasi	0	0.0
Jerung	84	tsʌurasi	ʌsisʌwalisʌurasi	1	0.5625
Jerung	85	pʌtsasi	pʌitasi	1	0.2857142857142857
Jerung	86	tsʰʌjasi	tsʰʌjasi	0	0.0
Jerung	87	sʌtasi	sʌtsʌtrijasi	1	0.5
Jerung	88	ʌʈʰasi	aʈʰaunnʌbbe	1	0.7272727272727273
Jerung	89	unnʌbbe	unʌurasisʌjasi	1	0.7857142857142857
Jerung	90	nʌbbe	tsaʈʰaunsʌjannʌbbe	1	0.7222222222222222
Jerung	91	ekannʌbbe	egʰanʌbbe	1	0.3333333333333333
Jerung	92	bʌjanʌbbe	bʌjannʌbbe	1	0.1
Jerung	93	trijannbbe	trisʌjanʌbbe	1	0.25
Jerung	94	tsʌurannbbe	tsʌuhʌtannʌbbe	1	0.2857142857142857
Jerung	95	pʌntsanʌbbe	pʌisʌjannbbe	1	0.4166666666666667
Jerung	96	tsʰʌjannʌbbe	tsʰʌjannbbe	1	0.08333333333333333
Jerung	97	sʌntannʌbbe	sʌtsannbbe	1	0.2727272727272727
Jerung	98	ʌnʈʰannbbe	aʈʰaunsʌjannʌbbe	1	0.5625
Jerung	99	unsʌj	unʌbbe	1	0.6666666666666666
KamanMishmi	01	kumo	kumokumo	1	0.5
KamanMishmi	02	kɘin	kɘin	0	0.0
KamanMishmi	03	kɘsəm	kɘsəm	0	0.0
KamanMishmi	04	kɘmɹɘn	kɘmɹɘn	0	0.0
KamanMishmi	05	kɘlen	kɘlen	0	0.0
KamanMishmi	06	kɘtam	kɘtam	0	0.0
KamanMishmi	07	nɘn	nɘn	0	0.0
KamanMishmi	08	gɹɘn	gɹɘn	0	0.0
KamanMishmi	09	nətmo	kɘmonətmo	1	0.4444444444444444
KamanMishmi	10	kepmo	gɹɘmɹɘnko	1	0.7777777777777778
KamanMishmi	11	kumoko	kepmokumo	1	0.4444444444444444
KamanMishmi	12	kɘinko	kepmokɘin	1	0.7777777777777778
KamanMishmi	13	kɘsəmko	kepmokɘsəm	1	0.7
KamanMishmi	14	kɘmɹɘnko	kepmokɘmɹɘn	1	0.6363636363636364
KamanMishmi	15	kɘlenko	kepmokɘlen	1	0.7
KamanMishmi	16	kɘtamko	kepmokɘtam	1	0.7
KamanMishmi	17	nɘnko	nɘnko	0	0.0
KamanMishmi	18	gɹɘnko	gɹɘnko	0	0.0
KamanMishmi	19	kepmonətmo	kepmonətmo	0	0.0
KamanMishmi	20	kɘtaumo	kɘtaumo	0	0.0
KamanMishmi	21	kɘtaumokumo	kumokɘtaumo	1	0.5454545454545454
KamanMishmi	22	kɘtaumokɘin	kɘtaumokɘin	0	0.0
KamanMishmi	23	kɘtaumokɘsəm	kɘtaumokɘsəm	0	0.0
KamanMishmi	24	kɘtaumokɘmɹɘn	kɘtaumokɘmɹɘn	0	0.0
KamanMishmi	25	kɘtaumokɘlen	kɘtaumokɘlen	0	0.0
KamanMishmi	26	kɘtaumokɘtam	kɘtaumokɘtam	0	0.0
KamanMishmi	27	kɘtaumonɘn	kɘtaumonɘn	0	0.0
KamanMishmi	28	kɘtaumogɹɘn	kɘtaumogɹɘn	0	0.0
KamanMishmi	29	kɘtaumonətmo	kɘtaumonətmo	0	0.0
KamanMishmi	30	səŋkiəpmo	səŋkiəpmo	0	0.0
KamanMishmi	31	səŋkiəpmokumo	səŋkiəpmokumo	0	0.0
KamanMishmi	32	səŋkiəpmokɘin	səŋkiəpmokɘin	0	0.0
KamanMishmi	33	səŋkiəpmokɘsəm	səŋkiəpmokɘsəm	0	0.0
KamanMishmi	34	səŋkiəpmokɘmɹɘn	səŋkiəpmokɘmɹɘn	0	0.0
KamanMishmi	35	səŋkiəpmokɘlen	səŋkiəpmokɘlen	0	0.0
KamanMishmi	36	səŋkiəpmokɘtam	səŋkiəpmokɘtam	0	0.0
KamanMishmi	37	səŋkiəpmonɘn	səŋkiəpmonɘn	0	0.0
KamanMishmi	38	səŋkiəpmogɹɘn	səŋkiəpmogɹɘn	0	0.0
KamanMishmi	39	səŋkiəpmonətmo	səŋkiəpmonətmo	0	0.0
KamanMishmi	40	bìʃimo	bìʃimo	0	0.0
KamanMishmi	41	bìʃimokumo	bìʃimokumo	0	0.0
KamanMishmi	42	bìʃimokɘin	bìʃimokɘin	0	0.0
KamanMishmi	43	bìʃimokɘsəm	bìʃimokɘsəm	0	0.0
KamanMishmi	44	bìʃimokɘmɹɘn	bìʃimokɘmɹɘn	0	0.0
KamanMishmi	45	bìʃimokɘlen	bìʃimokɘlen	0	0.0
KamanMishmi	46	bìʃimokɘtam	bìʃimokɘtam	0	0.0
KamanMishmi	47	bìʃimonɘn	bìʃimonɘn	0	0.0
KamanMishmi	48	bìʃimogɹɘn	bìʃimogɹɘn	0	0.0
KamanMishmi	49	bìʃimonətmo	bìʃimonətmo	0	0.0
KamanMishmi	50	wapiŋmo	wapiŋmo	0	0.0
KamanMishmi	51	wapiŋmokumo	wapiŋmokumo	0	0.0
KamanMishmi	52	wapiŋmokɘin	wapiŋmokɘin	0	0.0
KamanMishmi	53	wapiŋmokɘsəm	wapiŋmokɘsəm	0	0.0
KamanMishmi	54	wapiŋmokɘmɹɘn	wapiŋmokɘmɹɘn	0	0.0
KamanMishmi	55	wapiŋmokɘlen	wapiŋmokɘlen	0	0.0
KamanMishmi	56	wapiŋmokɘtam	wapiŋmokɘtam	0	0.0
KamanMishmi	57	wapiŋmonɘn	wapiŋmonɘn	0	0.0
KamanMishmi	58	wapiŋmogɹɘn	wapiŋmogɹɘn	0	0.0
KamanMishmi	59	wapiŋmonətmo	wapiŋmonətmo	0	0.0
KamanMishmi	60	kɘnda:mo	kɘnda:mo	0	0.0
KamanMishmi	61	kɘnda:mokumo	kɘnda:mokumo	0	0.0
KamanMishmi	62	kɘnda:mokɘin	kɘnda:mokɘin	0	0.0
KamanMishmi	63	kɘnda:mokɘsəm	kɘnda:mokɘsəm	0	0.0
KamanMishmi	64	kɘnda:mokɘmɹɘn	kɘmɹɘnda:mokɘn	1	0.42857142857142855
KamanMishmi	65	kɘnda:mokɘlen	kɘnda:mokɘlen	0	0.0
KamanMishmi	66	kɘnda:mokɘtam	kɘnda:mokɘtam	0	0.0
KamanMishmi	67	kɘnda:monɘn	nɘnda:mokɘn	1	0.18181818181818182
KamanMishmi	68	kɘnda:mogɹɘn	gɹɘnda:mokɘn	1	0.3333333333333333
KamanMishmi	69	kɘnda:monətmo	kɘnda:monətmo	0	0.0
KamanMishmi	70	kɘumo	kɘumo	0	0.0
KamanMishmi	71	kɘumokumo	kumokɘumo	1	0.2222222222222222
KamanMishmi	72	kɘumokɘin	kɘumokɘin	0	0.0
KamanMishmi	73	kɘumokɘsəm	kɘumokɘsəm	0	0.0
KamanMishmi	74	kɘumokɘmɹɘn	kɘumokɘmɹɘn	0	0.0
KamanMishmi	75	kɘumokɘlen	kɘumokɘlen	0	0.0
KamanMishmi	76	kɘumokɘtam	kɘumokɘtam	0	0.0
KamanMishmi	77	kɘumonɘn	kɘumonɘn	0	0.0
KamanMishmi	78	kɘumogɹɘn	kɘumogɹɘn	0	0.0
KamanMishmi	79	kɘumonətmo	kɘumonətmo	0	0.0
KamanMishmi	80	kɘŋgɹɘmo	kɘŋgɹɘmo	0	0.0
KamanMishmi	81	kɘŋgɹɘmokumo	kumokɘŋgɹɘmo	1	0.6666666666666666
KamanMishmi	82	kɘŋgɹɘmokɘin	kɘŋgɹɘmokɘin	0	0.0
KamanMishmi	83	kɘŋgɹɘmokɘsəm	kɘŋgɹɘmokɘsəm	0	0.0
KamanMishmi	84	kɘŋgɹɘmokɘmɹɘn	kɘmokɘŋgɹɘmɹɘn	1	0.42857142857142855
KamanMishmi	85	kɘŋgɹɘmokɘlen	kɘŋgɹɘmokɘlen	0	0.0
KamanMishmi	86	kɘŋgɹɘmokɘtam	kɘŋgɹɘmokɘtam	0	0.0
KamanMishmi	87	kɘŋgɹɘmonɘn	kɘŋgɹɘmonɘn	0	0.0
KamanMishmi	88	kɘŋgɹɘmogɹɘn	gɹɘmokɘŋgɹɘn	1	0.5
KamanMishmi	89	kɘŋgɹɘmonətmo	kɘŋgɹɘmonətmo	0	0.0
KamanMishmi	90	ʧimo	ʧimo	0	0.0
KamanMishmi	91	ʧimokumo	ʧimokumo	0	0.0
KamanMishmi	92	ʧimokɘin	ʧimokɘin	0	0.0
KamanMishmi	93	ʧimokɘsəm	ʧimokɘsəm	0	0.0
KamanMishmi	94	ʧimokɘmɹɘn	ʧimokɘmɹɘn	0	0.0
KamanMishmi	95	ʧimokɘlen	ʧimokɘlen	0	0.0
KamanMishmi	96	ʧimokɘtam	ʧimokɘtam	0	0.0
KamanMishmi	97	ʧimonɘn	ʧimonɘn	0	0.0
KamanMishmi	98	ʧimogɹɘn	ʧimogɹɘn	0	0.0
KamanMishmi	99	ʧimonətmo	ʧimonətmo	0	0.0
Kannada	01	ʋəndu	muʋənnondu	1	0.5
Kannada	02	ireɖu	muʋənnereɖu	1	0.6363636363636364
Kannada	03	mu:ru	ombətmuru	1	0.6666666666666666
Kannada	04	nɑlku	enɑlku	1	0.16666666666666666
Kannada	05	əɪdu	ombətəiɖu	1	0.7777777777777778
Kannada	06	ɑ:ru	nɑru	1	0.5
Kannada	07	eɖu	enɑrʋəteɽu	1	0.8
Kannada	08	enʈu	nɑrʋəttenʈʊ	1	0.7272727272727273
Kannada	09	ombəttu	nɑrʋətombətu	1	0.5833333333333334
Kannada	10	həttu	hədinɑrʋətu	1	0.6363636363636364
Kannada	11	hənnondu	hətondu	1	0.25
Kannada	12	hənnereɖu	həterəɖu	1	0.3333333333333333
Kannada	13	hədimuru	hədimuru	0	0.0
Kannada	14	hədinɑlku	hədinenɑlku	1	0.18181818181818182
Kannada	15	hədinəiɖu	hədinɑrʋətəidu	1	0.42857142857142855
Kannada	16	hədinɑru	hənɑru	1	0.25
Kannada	17	hədineɽu	hədinɑrʋəteɽu	1	0.38461538461538464
Kannada	18	hədinenʈu	hədinɑrʋətenʈu	1	0.35714285714285715
Kannada	19	hətombəttu	hədinɑrʋətombətu	1	0.5
Kannada	20	ipəttu	ippəttu	1	0.14285714285714285
Kannada	21	ippətondu	ipətondu	1	0.1111111111111111
Kannada	22	ippətereɖu	ipəterəɖu	1	0.2
Kannada	23	ippətəmuru	ipətmu:ru	1	0.3
Kannada	24	ippətənɑlku	ipətnɑlku	1	0.18181818181818182
Kannada	25	ippətəidu	ipətəidu	1	0.1111111111111111
Kannada	26	ippətaru	ippəttɑru	1	0.2222222222222222
Kannada	27	ippəteɽu	ipətteɽu	1	0.25
Kannada	28	ippətenʈu	ipətenʈʊ	1	0.2222222222222222
Kannada	29	ippətombətu	ippətombətu	0	0.0
Kannada	30	muʋətu	muʋəttu	1	0.14285714285714285
Kannada	31	muʋətondu	muʋətondu	0	0.0
Kannada	32	muʋətereɖu	muʋətterəɖu	1	0.18181818181818182
Kannada	33	muʋətəmuru	muʋətmu:ru	1	0.2
Kannada	34	muʋəenɑlku	muʋətənɑlku	1	0.18181818181818182
Kannada	35	muʋətəidu	muʋətəiɖu	1	0.1111111111111111
Kannada	36	muʋəttɑru	muʋəttɑru	0	0.0
Kannada	37	muʋətteɽu	muʋəteɽu	1	0.1111111111111111
Kannada	38	muʋətenʈu	muʋətenʈʊ	1	0.1111111111111111
Kannada	39	muʋətombətu	muʋətombətu	0	0.0
Kannada	40	nɑlɑʋəttu	nɑlɑʋətu	1	0.1111111111111111
Kannada	41	nɑlɑʋətondu	nɑlɑʋətondu	0	0.0
Kannada	42	nɑlɑʋətereɖu	nɑlɑʋəterəɖu	1	0.08333333333333333
Kannada	43	nɑlɑʋətmu:ru	nɑlɑʋətəmuru	1	0.16666666666666666
Kannada	44	nɑlɑʋətnɑlku	nɑlɑʋəenɑlku	1	0.08333333333333333
Kannada	45	nɑlɑʋətəidu	nɑlɑʋətəidu	0	0.0
Kannada	46	nɑlɑʋəttɑru	nɑlɑʋəenɑru	1	0.18181818181818182
Kannada	47	nɑlɑʋətteɽu	nɑlɑʋəteɽu	1	0.09090909090909091
Kannada	48	nɑlɑʋəttenʈu	enɑlɑʋəenʈʊ	1	0.3333333333333333
Kannada	49	nɑlɑʋətombətu	nɑlɑʋətombətu	0	0.0
Kannada	50	əiʋəttu	əiʋətu	1	0.14285714285714285
Kannada	51	əiʋətondu	əiʋətondu	0	0.0
Kannada	52	əiʋəttereɖu	əiʋəterəɖu	1	0.18181818181818182
Kannada	53	əiʋətmu:ru	əiʋəttəmuru	1	0.2727272727272727
Kannada	54	əiʋətnɑlku	əiʋəenɑlku	1	0.1
Kannada	55	əiʋəttəiɖu	əiʋətəidu	1	0.2
Kannada	56	əiʋəttɑru	əiʋətaru	1	0.2222222222222222
Kannada	57	əiʋətteɽu	əiʋətteɽu	0	0.0
Kannada	58	əiʋəttenʈu	əiʋətenʈʊ	1	0.2
Kannada	59	əiʋətombətu	əiʋətombətu	0	0.0
Kannada	60	ɑrʋəttu	ɑrʋəttu	0	0.0
Kannada	61	ɑrʋətondu	ɑrʋətondu	0	0.0
Kannada	62	ɑrʋətterəɖu	ɑrʋətereɖu	1	0.18181818181818182
Kannada	63	ɑrʋətmu:ru	ɑrʋəttəmuru	1	0.2727272727272727
Kannada	64	ɑrʋətnɑlku	ɑrʋəenɑlku	1	0.1
Kannada	65	ɑrʋəttəidu	ɑrʋətəiɖu	1	0.2
Kannada	66	ɑrʋəttɑru	ɑrʋəenɑru	1	0.2222222222222222
Kannada	67	ɑrʋətteɽu	ɑrʋətteɽu	0	0.0
Kannada	68	ɑrʋəttenʈʊ	ɑrʋəttenʈu	1	0.1
Kannada	69	ɑrʋətombətu	ɑrʋətombətu	0	0.0
Kannada	70	jəpəttu	jəpətu	1	0.14285714285714285
Kannada	71	jəpətondu	jəpətondu	0	0.0
Kannada	72	jəpəttereɖu	jəpəterəɖu	1	0.18181818181818182
Kannada	73	jəpətmu:ru	jəpəttəmuru	1	0.2727272727272727
Kannada	74	jəpətnɑlku	jəpəttənɑlku	1	0.16666666666666666
Kannada	75	jəpəttəidu	jəpətəiɖu	1	0.2
Kannada	76	jəpəttɑru	jəpətaru	1	0.2222222222222222
Kannada	77	jəpətteɽu	jəpətteɽu	0	0.0
