language	number	form	predicted	WER	PER
cat_valencia	67	seixantaset	seixantaset	0	0.0
cat_valencia	68	seixantahuit	seixantahuit	0	0.0
cat_valencia	69	seixantanou	seixantanou	0	0.0
cat_valencia	70	setanta	setanta	0	0.0
cat_valencia	71	setantaun	setantaun	0	0.0
cat_valencia	72	setantados	setantados	0	0.0
cat_valencia	73	setantatres	setantatres	0	0.0
cat_valencia	74	setantaquatre	setantaquatre	0	0.0
cat_valencia	75	setantacinc	setantacinc	0	0.0
cat_valencia	76	setantasis	setantasis	0	0.0
cat_valencia	77	setantaset	setantaset	0	0.0
cat_valencia	78	setantahuit	setantahuit	0	0.0
cat_valencia	79	setantanou	setantanou	0	0.0
cat_valencia	80	vuitanta	huitanta	1	0.2222222222222222
cat_valencia	81	huitantaun	huitantaun	0	0.0
cat_valencia	82	huitantados	huitantados	0	0.0
cat_valencia	83	huitantatres	huitantatres	0	0.0
cat_valencia	84	huitantaquatre	huitantaquatre	0	0.0
cat_valencia	85	huitantacinc	huitantacinc	0	0.0
cat_valencia	86	huitantasis	huitantasis	0	0.0
cat_valencia	87	huitantaset	huitantaset	0	0.0
cat_valencia	88	huitantahuit	huitantahuit	0	0.0
cat_valencia	89	huitantanou	huitantanou	0	0.0
cat_valencia	90	noranta	noranta	0	0.0
cat_valencia	91	norantaun	norantaun	0	0.0
cat_valencia	92	norantados	norantados	0	0.0
cat_valencia	93	norantatres	norantatres	0	0.0
cat_valencia	94	norantaquatre	norantaquatre	0	0.0
cat_valencia	95	norantacinc	norantacinc	0	0.0
cat_valencia	96	norantasis	norantasis	0	0.0
cat_valencia	97	norantaset	norantaset	0	0.0
cat_valencia	98	norantahuit	norantahuit	0	0.0
cat_valencia	99	norantanou	norantanou	0	0.0
ceb_austronesian	01	usa	limanusa	1	0.625
ceb_austronesian	02	duha	limanduha	1	0.5555555555555556
ceb_austronesian	03	tulo	pitoantulo	1	0.6
ceb_austronesian	04	upat	limanupat	1	0.5555555555555556
ceb_austronesian	05	lima	pitoanlimanlima	1	0.7333333333333333
ceb_austronesian	06	unom	upatanunom	1	0.6
ceb_austronesian	07	pito	waloanpito	1	0.6
ceb_austronesian	08	walo	siyamanwalo	1	0.6363636363636364
ceb_austronesian	09	siyam	upatansiyamansiyam	1	0.7222222222222222
ceb_austronesian	10	napulo	napuloan	1	0.25
ceb_austronesian	11	napulougusa	napulougupatanusa	1	0.35294117647058826
ceb_austronesian	12	napulougduha	napulougwalimanduha	1	0.3684210526315789
ceb_austronesian	13	napulougtulo	napulougpitoantulo	1	0.3333333333333333
ceb_austronesian	14	napulougupat	napulougduhaanupat	1	0.3333333333333333
ceb_austronesian	15	napulouglima	napulougsiyamanlima	1	0.3684210526315789
ceb_austronesian	16	napulougunom	napitoanunom	1	0.3333333333333333
ceb_austronesian	17	napulougpito	napulougupatanpito	1	0.3333333333333333
ceb_austronesian	18	napulougwalo	napulougduhaanwalo	1	0.3333333333333333
ceb_austronesian	19	napulougsiyam	napitoansiyamansiyam	1	0.55
ceb_austronesian	20	kawhaan	kawhaan	0	0.0
ceb_austronesian	21	kawhaanusa	kawhaanusa	0	0.0
ceb_austronesian	22	kawhaanduha	kawhaanduha	0	0.0
ceb_austronesian	23	kawhaantulo	kawhaantulo	0	0.0
ceb_austronesian	24	kawhaanupat	kawhaanupat	0	0.0
ceb_austronesian	25	kawhaanlima	kawhaanlima	0	0.0
ceb_austronesian	26	kawhaanunom	kawhaanunom	0	0.0
ceb_austronesian	27	kawhaanpito	kawhaanpito	0	0.0
ceb_austronesian	28	kawhaanwalo	kawhaanwalo	0	0.0
ceb_austronesian	29	kawhaansiyam	kawhaansiyam	0	0.0
ceb_austronesian	30	katloan	katloan	0	0.0
ceb_austronesian	31	katloanusa	katloanusa	0	0.0
ceb_austronesian	32	katloanduha	katloanduha	0	0.0
ceb_austronesian	33	katloantulo	katloantulo	0	0.0
ceb_austronesian	34	katloanupat	katloanupat	0	0.0
ceb_austronesian	35	katloanlima	katloanlima	0	0.0
ceb_austronesian	36	katloanunom	katloanunom	0	0.0
ceb_austronesian	37	katloanpito	katloanpito	0	0.0
ceb_austronesian	38	katloanwalo	katloanwalo	0	0.0
ceb_austronesian	39	katloansiyam	katloansiyam	0	0.0
ceb_austronesian	40	kapatan	kapatan	0	0.0
ceb_austronesian	41	kapatanusa	kapatanusa	0	0.0
ceb_austronesian	42	kapatanduha	kapatanduha	0	0.0
ceb_austronesian	43	kapatantulo	kapatantulo	0	0.0
ceb_austronesian	44	kapatanupat	kapatanupat	0	0.0
ceb_austronesian	45	kapatanlima	kapatanlima	0	0.0
ceb_austronesian	46	kapatanunom	kapatanunom	0	0.0
ceb_austronesian	47	kapatanpito	kapatanpito	0	0.0
ceb_austronesian	48	kapatanwalo	kapatanwalo	0	0.0
ceb_austronesian	49	kapatansiyam	kapatansiyam	0	0.0
ceb_austronesian	50	kaliman	kaliman	0	0.0
ceb_austronesian	51	kalimanusa	kalimanusa	0	0.0
ceb_austronesian	52	kalimanduha	kalimanduha	0	0.0
ceb_austronesian	53	kalimantulo	kalimantulo	0	0.0
ceb_austronesian	54	kalimanupat	kalimanupat	0	0.0
ceb_austronesian	55	kalimanlima	kalimanlima	0	0.0
ceb_austronesian	56	kalimanunom	kalimanunom	0	0.0
ceb_austronesian	57	kalimanpito	kalimanpito	0	0.0
ceb_austronesian	58	kalimanwalo	kalimanwalo	0	0.0
ceb_austronesian	59	kalimansiyam	kalimansiyam	0	0.0
ceb_austronesian	60	kanuman	kanuman	0	0.0
ceb_austronesian	61	kanumanusa	kanumanusa	0	0.0
ceb_austronesian	62	kanumanduha	kanumanduha	0	0.0
ceb_austronesian	63	kanumantulo	kanumantulo	0	0.0
ceb_austronesian	64	kanumanupat	kanumanupat	0	0.0
ceb_austronesian	65	kanumanlima	kanumanlima	0	0.0
ceb_austronesian	66	kanumanunom	kanumanunom	0	0.0
ceb_austronesian	67	kanumanpito	kanumanpito	0	0.0
ceb_austronesian	68	kanumanwalo	kanumanwalo	0	0.0
ceb_austronesian	69	kanumansiyam	kanumansiyam	0	0.0
ceb_austronesian	70	kapitoan	kapitoan	0	0.0
ceb_austronesian	71	kapitoanusa	kapitoanusa	0	0.0
ceb_austronesian	72	kapitoanduha	kapitoanduha	0	0.0
ceb_austronesian	73	kapitoantulo	kapitoantulo	0	0.0
ceb_austronesian	74	kapitoanupat	kapitoanupat	0	0.0
ceb_austronesian	75	kapitoanlima	kapitoanlima	0	0.0
ceb_austronesian	76	kapitoanunom	kapitoanunom	0	0.0
ceb_austronesian	77	kapitoanpito	kapitoanpito	0	0.0
ceb_austronesian	78	kapitoanwalo	kapitoanwalo	0	0.0
ceb_austronesian	79	kapitoansiyam	kapitoansiyam	0	0.0
ceb_austronesian	80	kawaloan	kawaloan	0	0.0
ceb_austronesian	81	kawaloanusa	kawaloanusa	0	0.0
ceb_austronesian	82	kawaloanduha	kawaloanduha	0	0.0
ceb_austronesian	83	kawaloantulo	kawaloantulo	0	0.0
ceb_austronesian	84	kawaloanupat	kawaloanupat	0	0.0
ceb_austronesian	85	kawaloanlima	kawaloanlima	0	0.0
ceb_austronesian	86	kawaloanunom	kawaloanunom	0	0.0
ceb_austronesian	87	kawaloanpito	kawaloanpito	0	0.0
ceb_austronesian	88	kawaloanwalo	kawaloanwalo	0	0.0
ceb_austronesian	89	kawaloansiyam	kawaloansiyam	0	0.0
ceb_austronesian	90	kasiyaman	kasiyaman	0	0.0
ceb_austronesian	91	kasiyamanusa	kasiyamanusa	0	0.0
ceb_austronesian	92	kasiyamanduha	kasiyamanduha	0	0.0
ceb_austronesian	93	kasiyamantulo	kasiyamantulo	0	0.0
ceb_austronesian	94	kasiyamanupat	kasiyamanupat	0	0.0
ceb_austronesian	95	kasiyamanlima	kasiyamanlima	0	0.0
ceb_austronesian	96	kasiyamanunom	kasiyamanunom	0	0.0
ceb_austronesian	97	kasiyamanpito	kasiyamanpito	0	0.0
ceb_austronesian	98	kasiyamanwalo	kasiyamanwalo	0	0.0
ceb_austronesian	99	kasiyamansiyam	kasiyamansiyam	0	0.0
ceb_spanish	01	uno	kuwenteuno	1	0.7
ceb_spanish	02	dos	otsetedosetedos	1	0.8
ceb_spanish	03	tres	singkwatres	1	0.6363636363636364
ceb_spanish	04	kuwatro	nuwatro	1	0.14285714285714285
ceb_spanish	05	singko	singko	0	0.0
ceb_spanish	06	sais	sisais	1	0.3333333333333333
ceb_spanish	07	siyete	siyete	0	0.0
ceb_spanish	08	otso	siotso	1	0.3333333333333333
ceb_spanish	09	nuwebe	sinuwebe	1	0.25
ceb_spanish	10	diyes	desente	1	0.7142857142857143
ceb_spanish	11	onse	desenteuno	1	0.8
ceb_spanish	12	dose	desetedos	1	0.6666666666666666
ceb_spanish	13	trese	desisiotsetres	1	0.7857142857142857
ceb_spanish	14	katorse	desetekuwatro	1	0.8461538461538461
ceb_spanish	15	kinse	desisingko	1	0.8
ceb_spanish	16	desisais	desaisis	1	0.25
ceb_spanish	17	desisiyete	desiyesiyete	1	0.16666666666666666
ceb_spanish	18	desiotso	desisinuwenteotso	1	0.5294117647058824
ceb_spanish	19	desinuwebe	desetenuwebe	1	0.25
ceb_spanish	20	baynte	bayntenuwatrenta	1	0.625
ceb_spanish	21	baynteuno	bayntaehuno	1	0.18181818181818182
ceb_spanish	22	bayntedos	bayntaehdos	1	0.18181818181818182
ceb_spanish	23	bayntetres	bayntesingkwatres	1	0.4117647058823529
ceb_spanish	24	bayntekuwatro	bayntenuwatro	1	0.07692307692307693
ceb_spanish	25	bayntesingko	bayntesingko	0	0.0
ceb_spanish	26	bayntesais	bayntesisais	1	0.16666666666666666
ceb_spanish	27	bayntesiyete	bayntesiyete	0	0.0
ceb_spanish	28	baynteotso	bayntesiotso	1	0.16666666666666666
ceb_spanish	29	bayntenuwebe	bayntesinuwebe	1	0.14285714285714285
ceb_spanish	30	traynta	traynta	0	0.0
ceb_spanish	31	trayntaehuno	trayntaehuno	0	0.0
ceb_spanish	32	trayntaehdos	trayntaehdos	0	0.0
ceb_spanish	33	trayntaehtres	trayntaehtres	0	0.0
ceb_spanish	34	trayntaehkuwatro	trayntaehkuwatro	0	0.0
ceb_spanish	35	trayntaehsingko	trayntaehsingko	0	0.0
ceb_spanish	36	trayntaehsais	trayntaehsais	0	0.0
ceb_spanish	37	trayntaehsiyete	trayntaehsiyete	0	0.0
ceb_spanish	38	trayntaehotso	trayntaehotso	0	0.0
ceb_spanish	39	trayntaehnuwebe	trayntaehnuwebe	0	0.0
ceb_spanish	40	kwarenta	kwarenta	0	0.0
ceb_spanish	41	kwarentaehuno	kwarentaehuno	0	0.0
ceb_spanish	42	kwarentaehdos	kwarentaehdos	0	0.0
ceb_spanish	43	kwarentaehtres	kwarentaehtres	0	0.0
ceb_spanish	44	kwarentaehkuwatro	kwarentaehkuwatro	0	0.0
ceb_spanish	45	kwarentaehsingko	kwarentaehsingko	0	0.0
ceb_spanish	46	kwarentaehsais	kwarentaehsais	0	0.0
ceb_spanish	47	kwarentaehsiyete	kwarentaehsiyete	0	0.0
ceb_spanish	48	kwarentaehotso	kwarentaehotso	0	0.0
ceb_spanish	49	kwarentaehnuwebe	kwarentaehnuwebe	0	0.0
ceb_spanish	50	singkwenta	singkwenta	0	0.0
ceb_spanish	51	singkwentaehuno	singkwentaehuno	0	0.0
ceb_spanish	52	singkwentaehdos	singkwentaehdos	0	0.0
ceb_spanish	53	singkwentaehtres	singkwentaehtres	0	0.0
ceb_spanish	54	singkwentaehkuwatro	singkwentaehkuwatro	0	0.0
ceb_spanish	55	singkwentaehsingko	singkwentaehsingko	0	0.0
ceb_spanish	56	singkwentaehsais	singkwentaehsais	0	0.0
ceb_spanish	57	singkwentaehsiyete	siyetesingkwenta	1	0.7222222222222222
ceb_spanish	58	singkwentaehotso	singkwentaehotso	0	0.0
ceb_spanish	59	singkwentaehnuwebe	singkwentaehnuwebe	0	0.0
ceb_spanish	60	saysenta	saysenta	0	0.0
ceb_spanish	61	saysentaehuno	saysentaehuno	0	0.0
ceb_spanish	62	saysentaehdos	saysentaehdos	0	0.0
ceb_spanish	63	saysentaehtres	saysentaehtres	0	0.0
ceb_spanish	64	saysentaehkuwatro	saysentaehkuwatro	0	0.0
ceb_spanish	65	saysentaehsingko	saysentaehsingko	0	0.0
ceb_spanish	66	saysentaehsais	saysentaehsais	0	0.0
ceb_spanish	67	saysentaehsiyete	saysentaehsiyete	0	0.0
ceb_spanish	68	saysentaehotso	saysentaehotso	0	0.0
ceb_spanish	69	saysentaehnuwebe	saysentaehnuwebe	0	0.0
ceb_spanish	70	setenta	setenta	0	0.0
ceb_spanish	71	setentaehuno	setentaehuno	0	0.0
ceb_spanish	72	setentaehdos	setentaehdos	0	0.0
ceb_spanish	73	setentaehtres	setentaehtres	0	0.0
ceb_spanish	74	setentaehkuwatro	setentaehkuwatro	0	0.0
ceb_spanish	75	setentaehsingko	setentaehsingko	0	0.0
ceb_spanish	76	setentaehsais	setentaehsais	0	0.0
ceb_spanish	77	setentaehsiyete	setentaehsiyete	0	0.0
ceb_spanish	78	setentaehotso	setentaehotso	0	0.0
ceb_spanish	79	setentaehnuwebe	setentaehnuwebe	0	0.0
ceb_spanish	80	otsenta	otsenta	0	0.0
ceb_spanish	81	otsentaehuno	otsentaehuno	0	0.0
ceb_spanish	82	otsentaehdos	otsentaehdos	0	0.0
ceb_spanish	83	otsentaehtres	otsentaehtres	0	0.0
ceb_spanish	84	otsentaehkuwatro	otsentaehkuwatro	0	0.0
ceb_spanish	85	otsentaehsingko	otsentaehsingko	0	0.0
ceb_spanish	86	otsentaehsais	otsentaehsais	0	0.0
ceb_spanish	87	otsentaehsiyete	otsentaehsiyete	0	0.0
ceb_spanish	88	otsentaehotso	otsentaehotso	0	0.0
ceb_spanish	89	otsentaehnuwebe	otsentaehnuwebe	0	0.0
ceb_spanish	90	nubenta	nubenta	0	0.0
ceb_spanish	91	nubentaehuno	nubentaehuno	0	0.0
ceb_spanish	92	nubentaehdos	nubentaehdos	0	0.0
ceb_spanish	93	nubentaehtres	nubentaehtres	0	0.0
ceb_spanish	94	nubentaehkuwatro	nubentaehkuwatro	0	0.0
ceb_spanish	95	nubentaehsingko	nubentaehsingko	0	0.0
ceb_spanish	96	nubentaehsais	nubentaehsais	0	0.0
ceb_spanish	97	nubentaehsiyete	nubentaehsiyete	0	0.0
ceb_spanish	98	nubentaehotso	nubentaehotso	0	0.0
ceb_spanish	99	nubentaehnuwebe	nuwebentaehnube	1	0.26666666666666666
ces	01	jedna	setjedna	1	0.375
ces	02	dva	jedm	1	1.0
ces	03	tři	šesáttři	1	0.625
ces	04	čtyři	šesátčtyři	1	0.5
ces	05	pět	šesátpět	1	0.625
ces	06	šest	setšest	1	0.42857142857142855
ces	07	sedm	třicetsetsetsetsedna	1	0.85
ces	08	osm	desátosm	1	0.625
ces	09	devět	devět	0	0.0
ces	10	deset	dvatnáct	1	0.75
ces	11	jedenáct	desetjedna	1	0.8
ces	12	dvanáct	desetdva	1	0.875
ces	13	třináct	desettři	1	1.0
ces	14	čtrnáct	desetčtyři	1	0.9
ces	15	patnáct	desetpět	1	0.875
ces	16	šestnáct	desetšest	1	0.5555555555555556
ces	17	sedmnáct	desetsedm	1	0.8888888888888888
ces	18	osmnáct	desetosm	1	0.875
ces	19	devatenáct	denáct	1	0.4
ces	20	dvacet	dvacet	0	0.0
ces	21	dvacetjedna	dvacetjedna	0	0.0
ces	22	dvacetdva	dvacetdva	0	0.0
ces	23	dvacettři	dvacettři	0	0.0
ces	24	dvacetčtyři	dvacetčtyři	0	0.0
ces	25	dvacetpět	dvacetpět	0	0.0
ces	26	dvacetšest	dvacetšest	0	0.0
ces	27	dvacetsedm	dvacetsedm	0	0.0
ces	28	dvacetosm	dvacetosm	0	0.0
ces	29	dvacetdevět	dvacetdevět	0	0.0
ces	30	třicet	třicet	0	0.0
ces	31	třicetjedna	třicetjedna	0	0.0
ces	32	třicetdva	třicetdva	0	0.0
ces	33	třicettři	třicettři	0	0.0
ces	34	třicetčtyři	třicetčtyři	0	0.0
ces	35	třicetpět	třicetpět	0	0.0
ces	36	třicetšest	třicetšest	0	0.0
ces	37	třicetsedm	třicetsedm	0	0.0
ces	38	třicetosm	třicetosm	0	0.0
ces	39	třicetdevět	třicetdevět	0	0.0
ces	40	čtyřicet	čtyřicet	0	0.0
ces	41	čtyřicetjedna	čtyřicetjedna	0	0.0
ces	42	čtyřicetdva	čtyřicetdva	0	0.0
ces	43	čtyřicettři	čtyřicettři	0	0.0
ces	44	čtyřicetčtyři	čtyřicetčtyři	0	0.0
ces	45	čtyřicetpět	čtyřicetpět	0	0.0
ces	46	čtyřicetšest	čtyřicetšest	0	0.0
ces	47	čtyřicetsedm	čtyřicetsedm	0	0.0
ces	48	čtyřicetosm	čtyřicetosm	0	0.0
ces	49	čtyřicetdevět	čtyřicetdevět	0	0.0
ces	50	padesát	padesát	0	0.0
ces	51	padesátjedna	padesátjedna	0	0.0
ces	52	padesátdva	padesátdva	0	0.0
ces	53	padesáttři	padesáttři	0	0.0
ces	54	padesátčtyři	padesátčtyři	0	0.0
ces	55	padesátpět	padesátpět	0	0.0
ces	56	padesátšest	padesátšest	0	0.0
ces	57	padesátsedm	padesátsedm	0	0.0
ces	58	padesátosm	padesátosm	0	0.0
ces	59	padesátdevět	padesátdevět	0	0.0
ces	60	šedesát	šedesát	0	0.0
ces	61	šedesátjedna	šedesátjedna	0	0.0
ces	62	šedesátdva	šedesátdva	0	0.0
ces	63	šedesáttři	šedesáttři	0	0.0
ces	64	šedesátčtyři	šedesátčtyři	0	0.0
ces	65	šedesátpět	šedesátpět	0	0.0
ces	66	šedesátšest	šedesátšest	0	0.0
ces	67	šedesátsedm	šedesátsedm	0	0.0
ces	68	šedesátosm	šedesátosm	0	0.0
ces	69	šedesátdevět	šedesátdevět	0	0.0
ces	70	sedmdesát	sedmdesát	0	0.0
ces	71	sedmdesátjedna	sedmdesátjedna	0	0.0
ces	72	sedmdesátdva	sedmdesátdva	0	0.0
ces	73	sedmdesáttři	sedmdesáttři	0	0.0
ces	74	sedmdesátčtyři	sedmdesátčtyři	0	0.0
ces	75	sedmdesátpět	sedmdesátpět	0	0.0
ces	76	sedmdesátšest	sedmdesátšest	0	0.0
ces	77	sedmdesátsedm	sedmdesátsedm	0	0.0
ces	78	sedmdesátosm	sedmdesátosm	0	0.0
ces	79	sedmdesátdevět	sedmdesátdevět	0	0.0
ces	80	osmdesát	osmdesát	0	0.0
ces	81	osmdesátjedna	osmdesátjedna	0	0.0
ces	82	osmdesátdva	osmdesátdva	0	0.0
ces	83	osmdesáttři	osmdesáttři	0	0.0
ces	84	osmdesátčtyři	osmdesátčtyři	0	0.0
ces	85	osmdesátpět	osmdesátpět	0	0.0
ces	86	osmdesátšest	osmdesátšest	0	0.0
ces	87	osmdesátsedm	osmdesátsedm	0	0.0
ces	88	osmdesátosm	osmdesátosm	0	0.0
ces	89	osmdesátdevět	osmdesátdevět	0	0.0
ces	90	devadesát	devadesát	0	0.0
ces	91	devadesátjedna	devadesátjedna	0	0.0
ces	92	devadesátdva	dvadesátdeva	1	0.16666666666666666
ces	93	devadesáttři	devadesáttři	0	0.0
ces	94	devadesátčtyři	devadesátčtyři	0	0.0
ces	95	devadesátpět	devadesátpět	0	0.0
ces	96	devadesátšest	devadesátšest	0	0.0
ces	97	devadesátsedm	devadesátsedm	0	0.0
ces	98	devadesátosm	devadesátosm	0	0.0
ces	99	devadesátdevět	desátdevadevět	1	0.42857142857142855
ckb_arabic	01	یەک	پێنجاویەک	1	0.6666666666666666
ckb_arabic	02	دوو	پێنجاودودودودودودوو	1	0.8421052631578947
ckb_arabic	03	سێ	پێنجاوسێ	1	0.75
ckb_arabic	04	چوار	پێنجاوچوار	1	0.6
ckb_arabic	05	پێنج	شەشتاوپێنجاوپێنج	1	0.75
ckb_arabic	06	شەش	پێنجاوشەش	1	0.6666666666666666
ckb_arabic	07	حەوت	پێنجاوحەوت	1	0.6
ckb_arabic	08	هەشت	پێنجاوهەشت	1	0.6
ckb_arabic	09	نۆ	پێنجاونۆ	1	0.75
ckb_arabic	10	دە	دواردە	1	0.6666666666666666
ckb_arabic	11	یانزە	شانزە	1	0.2
ckb_arabic	12	دوانزە	سیودودودودودودودوو	1	0.8888888888888888
ckb_arabic	13	سیانزە	یانزە	1	0.16666666666666666
ckb_arabic	14	چواردە	شانزە	1	0.6666666666666666
ckb_arabic	15	پانزە	سیوپێنجاوپێنجاوپێنج	1	0.8421052631578947
ckb_arabic	16	شانزە	سیوشەشتاوشەش	1	0.75
ckb_arabic	17	حەڤدە	شانزە	1	0.8
ckb_arabic	18	هەژدە	سیوهەشت	1	0.8571428571428571
ckb_arabic	19	نۆزدە	سیونۆزدە	1	0.375
ckb_arabic	20	بیست	بیست	0	0.0
ckb_arabic	21	بیستویەک	بیستویەک	0	0.0
ckb_arabic	22	بیستودوو	بیستودوو	0	0.0
ckb_arabic	23	بیستوسێ	بیستوسێ	0	0.0
ckb_arabic	24	بیستوچوار	بیستوچوار	0	0.0
ckb_arabic	25	بیستوپێنج	بیستوپێنج	0	0.0
ckb_arabic	26	بیستوشەش	بیستوشەش	0	0.0
ckb_arabic	27	بیستوحەوت	بیستوحەوت	0	0.0
ckb_arabic	28	بیستوهەشت	بیستوهەشت	0	0.0
ckb_arabic	29	بیستونۆ	بیستونۆ	0	0.0
ckb_arabic	30	سی	سی	0	0.0
ckb_arabic	31	سیویەک	سیوپێنجاویەک	1	0.5
ckb_arabic	32	سیودوو	دودودودودودوو	1	0.6923076923076923
ckb_arabic	33	سیوسێ	سیوحەوەدوسێ	1	0.5454545454545454
ckb_arabic	34	سیوچوار	سیوحەوەدوچوار	1	0.46153846153846156
ckb_arabic	35	سیوپێنج	سیوهەشتاوپێنجاوپێنج	1	0.631578947368421
ckb_arabic	36	سیوشەش	سیوپێنجاوشەش	1	0.5
ckb_arabic	37	سیوحەوت	حەوەدوحەوت	1	0.5
ckb_arabic	38	سیوهەشت	سیوحەوەدوهەشت	1	0.46153846153846156
ckb_arabic	39	سیونۆ	سیوپێنجاونۆ	1	0.5454545454545454
ckb_arabic	40	چل	چل	0	0.0
ckb_arabic	41	چلویەک	چلوپێنجاویەک	1	0.5
ckb_arabic	42	چلودوو	دودودودودودوو	1	0.6923076923076923
ckb_arabic	43	چلوسێ	چلوپێنجاوسێ	1	0.5454545454545454
ckb_arabic	44	چلوچوار	چلوحەوەدوچوار	1	0.46153846153846156
ckb_arabic	45	چلوپێنج	پێنجاوپێنجاوپێنج	1	0.6875
ckb_arabic	46	چلوشەش	چلوهەش	1	0.16666666666666666
ckb_arabic	47	چلوحەوت	چلوپێنجاوحەوت	1	0.46153846153846156
ckb_arabic	48	چلوهەشت	چلودوهەشت	1	0.2222222222222222
ckb_arabic	49	چلونۆ	چلودونۆ	1	0.2857142857142857
ckb_arabic	50	پەنجا	پەنجا	0	0.0
ckb_arabic	51	پەنجاویەک	پەنجاویەک	0	0.0
ckb_arabic	52	پەنجاودوو	پەنجاودوو	0	0.0
ckb_arabic	53	پەنجاوسێ	پەنجاوسێ	0	0.0
ckb_arabic	54	پەنجاوچوار	پەنجاوچوار	0	0.0
ckb_arabic	55	پەنجاوپێنج	پەنجاوپێنج	0	0.0
ckb_arabic	56	پەنجاوشەش	پەنجاوشەش	0	0.0
ckb_arabic	57	پەنجاوحەوت	پەنجاوحەوت	0	0.0
ckb_arabic	58	پەنجاوهەشت	پەنجاوهەشت	0	0.0
ckb_arabic	59	پەنجاونۆ	پەنجاونۆ	0	0.0
ckb_arabic	60	شەست	شەست	0	0.0
ckb_arabic	61	شەستویەک	شەستویەک	0	0.0
ckb_arabic	62	شەستودوو	شەستودوو	0	0.0
ckb_arabic	63	شەستوسێ	شەستوسێ	0	0.0
ckb_arabic	64	شەستوچوار	شەستوچوار	0	0.0
ckb_arabic	65	شەستوپێنج	شەستوپێنج	0	0.0
ckb_arabic	66	شەستوشەش	شەستوشەش	0	0.0
ckb_arabic	67	شەستوحەوت	شەستوحەوت	0	0.0
ckb_arabic	68	شەستوهەشت	شەستوهەشت	0	0.0
ckb_arabic	69	شەستونۆ	شەستونۆ	0	0.0
ckb_arabic	70	حەفتا	حەفتا	0	0.0
ckb_arabic	71	حەفتاویەک	حەفتاویەک	0	0.0
ckb_arabic	72	حەفتاودوو	حەفتاودوو	0	0.0
ckb_arabic	73	حەفتاوسێ	حەفتاوسێ	0	0.0
ckb_arabic	74	حەفتاوچوار	حەفتاوچوار	0	0.0
ckb_arabic	75	حەفتاوپێنج	حەفتاوپێنج	0	0.0
ckb_arabic	76	حەفتاوشەش	حەفتاوشەش	0	0.0
ckb_arabic	77	حەفتاوحەوت	حەفتاوحەوت	0	0.0
ckb_arabic	78	حەفتاوهەشت	حەفتاوهەشت	0	0.0
ckb_arabic	79	حەفتاونۆ	حەفتاونۆ	0	0.0
ckb_arabic	80	هەشتا	هەشتا	0	0.0
ckb_arabic	81	هەشتاویەک	هەشتاویەک	0	0.0
ckb_arabic	82	هەشتاودوو	هەشتاودوو	0	0.0
ckb_arabic	83	هەشتاوسێ	هەشتاوسێ	0	0.0
ckb_arabic	84	هەشتاوچوار	هەشتاوچوار	0	0.0
ckb_arabic	85	هەشتاوپێنج	هەشتاوپێنج	0	0.0
ckb_arabic	86	هەشتاوشەش	هەشتاوشەش	0	0.0
ckb_arabic	87	هەشتاوحەوت	هەشتاوحەوت	0	0.0
ckb_arabic	88	هەشتاوهەشت	هەشتاوهەشت	0	0.0
ckb_arabic	89	هەشتاونۆ	هەشتاونۆ	0	0.0
ckb_arabic	90	نەوەد	نەوەد	0	0.0
ckb_arabic	91	نەوەدویەک	نەوەدونۆ	1	0.3333333333333333
ckb_arabic	92	نەوەدودوو	نەوەدوو	1	0.2222222222222222
ckb_arabic	93	نەوەدوسێ	سیانزە	1	1.0
ckb_arabic	94	نەوەدوچوار	نەوەدویەک	1	0.4
ckb_arabic	95	نەوەدوپێنج	پێنجاوپێنجاوپێنج	1	0.5625
ckb_arabic	96	نەوەدوشەش	شەشتاوشەش	1	0.4444444444444444
ckb_arabic	97	نەوەدوحەوت	نەوت	1	0.6
ckb_arabic	98	نەوەدوهەشت	هەژدە	1	0.7
ckb_arabic	99	نەوەدونۆ	نۆزدە	1	0.75
ckb_latin	01	yak	seyak	1	0.4
ckb_latin	02	do	sedo	1	0.5
ckb_latin	03	se	hashashasosesesesese	1	0.9
ckb_latin	04	chovar	sechovar	1	0.25
ckb_latin	05	penj	sepenj	1	0.3333333333333333
ckb_latin	06	shash	seshashash	1	0.5
ckb_latin	07	haft	sehaft	1	0.3333333333333333
ckb_latin	08	hesht	sehesht	1	0.2857142857142857
ckb_latin	09	noo	senoo	1	0.4
ckb_latin	10	da	shta	1	0.75
ckb_latin	11	yanza	sioyanza	1	0.375
ckb_latin	12	dovanza	siododododododododo	1	0.8947368421052632
ckb_latin	13	sianza	ezhda	1	0.8333333333333334
ckb_latin	14	chovarda	siochovarda	1	0.2727272727272727
ckb_latin	15	panza	siopenj	1	0.8571428571428571
ckb_latin	16	shanza	sioshashashashanza	1	0.6666666666666666
ckb_latin	17	hefda	ezhda	1	0.6
ckb_latin	18	ezhda	heseheshanza	1	0.75
ckb_latin	19	nozda	sionoo	1	0.8333333333333334
ckb_latin	20	bis	bisehesehashas	1	0.7857142857142857
ckb_latin	21	biseyak	bisehashashasoyak	1	0.5882352941176471
ckb_latin	22	bisedo	bisehashashasodo	1	0.625
ckb_latin	23	bisese	bise	1	0.3333333333333333
ckb_latin	24	bisechovar	bisehelochovar	1	0.2857142857142857
ckb_latin	25	bisepenj	bisehelopenj	1	0.3333333333333333
